"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"publisher","0.0","publisher-{recommendation_18489+recommendation_187137+recommendation_5836}","recommendation_18489+recommendation_187137+recommendation_5836","{Anchor Books/Doubleday|Random House Audio Publishing Group|Nan A. Talese}","Random House Audio Publishing Group",,
"authors","1.0","authors-{goodreads_42827+goodreads_47572+recommendation_12225+recommendation_4331+recommendation_52542+recommendation_53349}","goodreads_42827+goodreads_47572+recommendation_12225+recommendation_4331+recommendation_52542+recommendation_53349","{[de.unimannheim.wdi.model.Author@f4f4990c]|[de.unimannheim.wdi.model.Author@f4f4990c]|[de.unimannheim.wdi.model.Author@f4f4990c]|[de.unimannheim.wdi.model.Author@f4f4990c]|[de.unimannheim.wdi.model.Author@f4f4990c]|[de.unimannheim.wdi.model.Author@f4f4990c]}","[de.unimannheim.wdi.model.Author@f4f4990c]",,
"title","1.0","title-{goodreads_44074+recommendation_110645}","goodreads_44074+recommendation_110645","{Doctor No|Doctor No}","Doctor No",,
"authors","1.0","authors-{goodreads_51435+recommendation_106275+recommendation_146378+recommendation_94611}","goodreads_51435+recommendation_106275+recommendation_146378+recommendation_94611","{[de.unimannheim.wdi.model.Author@f6c8cf2f]|[de.unimannheim.wdi.model.Author@f6c8cf2f]|[de.unimannheim.wdi.model.Author@f6c8cf2f]|[de.unimannheim.wdi.model.Author@f6c8cf2f]}","[de.unimannheim.wdi.model.Author@f6c8cf2f]",,
"title","1.0","title-{goodreads_1135+recommendation_22176+recommendation_69842}","goodreads_1135+recommendation_22176+recommendation_69842","{The Painted Bird|The Painted Bird|The Painted Bird}","The Painted Bird",,
"authors","1.0","authors-{goodreads_4793+recommendation_110686+recommendation_38069}","goodreads_4793+recommendation_110686+recommendation_38069","{[de.unimannheim.wdi.model.Author@d1469c97]|[de.unimannheim.wdi.model.Author@d1469c97]|[de.unimannheim.wdi.model.Author@d1469c97]}","[de.unimannheim.wdi.model.Author@d1469c97]",,
"title","1.0","title-{goodreads_15379+kindle_2817+recommendation_115201+recommendation_177319+recommendation_202877+recommendation_21410+recommendation_229810}","goodreads_15379+kindle_2817+recommendation_115201+recommendation_177319+recommendation_202877+recommendation_21410+recommendation_229810","{Blood Work|Blood Work|Blood Work|Blood Work|Blood Work|Blood Work|Blood Work}","Blood Work",,
"authors","0.7777777777777778","authors-{goodreads_18785+goodreads_19515+goodreads_21631+goodreads_23861+goodreads_29713+goodreads_39117+goodreads_50213+goodreads_57+recommendation_120291+recommendation_233008+recommendation_256878+recommendation_263034+recommendation_28450+recommendation_49211+recommendation_52339+recommendation_85748+recommendation_90239+recommendation_95143}","goodreads_18785+goodreads_19515+goodreads_21631+goodreads_23861+goodreads_29713+goodreads_39117+goodreads_50213+goodreads_57+recommendation_120291+recommendation_233008+recommendation_256878+recommendation_263034+recommendation_28450+recommendation_49211+recommendation_52339+recommendation_85748+recommendation_90239+recommendation_95143","{[de.unimannheim.wdi.model.Author@fb09e277]|[de.unimannheim.wdi.model.Author@fb09e277]|[de.unimannheim.wdi.model.Author@fb09e277]|[de.unimannheim.wdi.model.Author@fb09e277]|[de.unimannheim.wdi.model.Author@fb09e277]|[de.unimannheim.wdi.model.Author@fb09e277]|[de.unimannheim.wdi.model.Author@fb09e277]|[de.unimannheim.wdi.model.Author@fb09e277]|[de.unimannheim.wdi.model.Author@fb09e277]|[de.unimannheim.wdi.model.Author@fb09e277]|[de.unimannheim.wdi.model.Author@fb09e277]|[de.unimannheim.wdi.model.Author@4995a398]|[de.unimannheim.wdi.model.Author@4995a398]|[de.unimannheim.wdi.model.Author@4995a398]|[de.unimannheim.wdi.model.Author@fb09e277]|[de.unimannheim.wdi.model.Author@fb09e277]|[de.unimannheim.wdi.model.Author@fb09e277]|[de.unimannheim.wdi.model.Author@4995a398]}","[de.unimannheim.wdi.model.Author@4995a398, de.unimannheim.wdi.model.Author@fb09e277]",,
"authors","0.6666666666666666","authors-{goodreads_30776+recommendation_141735+recommendation_67866}","goodreads_30776+recommendation_141735+recommendation_67866","{[de.unimannheim.wdi.model.Author@620c2c0c]|[de.unimannheim.wdi.model.Author@9623877b]|[de.unimannheim.wdi.model.Author@9623877b]}","[de.unimannheim.wdi.model.Author@620c2c0c, de.unimannheim.wdi.model.Author@9623877b]",,
"authors","1.0","authors-{goodreads_34830+goodreads_51303+recommendation_99271}","goodreads_34830+goodreads_51303+recommendation_99271","{[de.unimannheim.wdi.model.Author@83e575ae]|[de.unimannheim.wdi.model.Author@83e575ae]|[de.unimannheim.wdi.model.Author@83e575ae]}","[de.unimannheim.wdi.model.Author@83e575ae]",,
"title","1.0","title-{goodreads_18728+goodreads_196+goodreads_25991+goodreads_26257+goodreads_27907+goodreads_30016+goodreads_39794+goodreads_6401+kindle_24935+kindle_26884+recommendation_109706+recommendation_167655+recommendation_176639}","goodreads_18728+goodreads_196+goodreads_25991+goodreads_26257+goodreads_27907+goodreads_30016+goodreads_39794+goodreads_6401+kindle_24935+kindle_26884+recommendation_109706+recommendation_167655+recommendation_176639","{Ulysses|Ulysses|Ulysses|Ulysses|Ulysses|Ulysses|Ulysses|Ulysses|Ulysses|Ulysses|Ulysses|Ulysses|Ulysses}","Ulysses",,
"publisher","0.2","publisher-{recommendation_114072+recommendation_118432+recommendation_124790+recommendation_15713+recommendation_250353+recommendation_258635+recommendation_33223+recommendation_46770+recommendation_8990+recommendation_9778}","recommendation_114072+recommendation_118432+recommendation_124790+recommendation_15713+recommendation_250353+recommendation_258635+recommendation_33223+recommendation_46770+recommendation_8990+recommendation_9778","{Editores Mexicanos Unidos, S.A.|Gallimard|Signet Book|Bantam|Pocket (FR)|Signet Book|Dorset Press|Ideal Foreign Books|Penguin Books|Signet Classics}","Editores Mexicanos Unidos, S.A.",,
"publisher","0.0","publisher-{kindle_10585+recommendation_112508+recommendation_224737+recommendation_3604+recommendation_5545}","kindle_10585+recommendation_112508+recommendation_224737+recommendation_3604+recommendation_5545","{Signet; 1 edition|Sagebrush Bound|Dutton Books|Viking Books|Signet Book}","Signet; 1 edition",,
"authors","1.0","authors-{goodreads_13822+recommendation_64507+recommendation_84683}","goodreads_13822+recommendation_64507+recommendation_84683","{[de.unimannheim.wdi.model.Author@49850d49]|[de.unimannheim.wdi.model.Author@49850d49]|[de.unimannheim.wdi.model.Author@49850d49]}","[de.unimannheim.wdi.model.Author@49850d49]",,
"authors","0.75","authors-{goodreads_15108+recommendation_143829+recommendation_152831+recommendation_203169}","goodreads_15108+recommendation_143829+recommendation_152831+recommendation_203169","{[de.unimannheim.wdi.model.Author@5cb7d793]|[de.unimannheim.wdi.model.Author@f8dbdfdb]|[de.unimannheim.wdi.model.Author@f8dbdfdb]|[de.unimannheim.wdi.model.Author@f8dbdfdb]}","[de.unimannheim.wdi.model.Author@f8dbdfdb, de.unimannheim.wdi.model.Author@5cb7d793]",,
"authors","0.6","authors-{goodreads_32447+goodreads_33762+goodreads_51867+recommendation_144264+recommendation_166635+recommendation_242878+recommendation_248931+recommendation_40043+recommendation_41258+recommendation_84626}","goodreads_32447+goodreads_33762+goodreads_51867+recommendation_144264+recommendation_166635+recommendation_242878+recommendation_248931+recommendation_40043+recommendation_41258+recommendation_84626","{[de.unimannheim.wdi.model.Author@13cfe879]|[de.unimannheim.wdi.model.Author@13cfe879]|[de.unimannheim.wdi.model.Author@13cfe879]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@8f5ed755]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]|[de.unimannheim.wdi.model.Author@13cfe7f3]}","[de.unimannheim.wdi.model.Author@13cfe879, de.unimannheim.wdi.model.Author@8f5ed755, de.unimannheim.wdi.model.Author@13cfe7f3]",,
"publisher","0.5","publisher-{recommendation_14242+recommendation_231000+recommendation_8109+recommendation_94431}","recommendation_14242+recommendation_231000+recommendation_8109+recommendation_94431","{Avon Books|HarperAudio|Avon Books|Evans, M. Co}","Evans, M. Co",,
"title","1.0","title-{goodreads_45104+recommendation_149405+recommendation_230244}","goodreads_45104+recommendation_149405+recommendation_230244","{Jupiter|Jupiter|Jupiter}","Jupiter",,
"publisher","0.0","publisher-{recommendation_115664+recommendation_4879+recommendation_5913}","recommendation_115664+recommendation_4879+recommendation_5913","{Penguin Putnam~mass|Signet Book|New Amer Library Classics}","New Amer Library Classics",,
"authors","0.5","authors-{goodreads_31600+recommendation_127137+recommendation_156280+recommendation_76020}","goodreads_31600+recommendation_127137+recommendation_156280+recommendation_76020","{[de.unimannheim.wdi.model.Author@cd5d3ae2]|[de.unimannheim.wdi.model.Author@aea31296]|[de.unimannheim.wdi.model.Author@aea31296]|[de.unimannheim.wdi.model.Author@cd5d3ae2]}","[de.unimannheim.wdi.model.Author@aea31296, de.unimannheim.wdi.model.Author@cd5d3ae2]",,
"title","1.0","title-{goodreads_5515+recommendation_14471}","goodreads_5515+recommendation_14471","{Chicken Soup for the Soul|Chicken Soup for the Soul}","Chicken Soup for the Soul",,
"publisher","0.6666666666666666","publisher-{recommendation_143829+recommendation_152831+recommendation_203169}","recommendation_143829+recommendation_152831+recommendation_203169","{Not Avail|Houghton Mifflin|Not Avail}","Houghton Mifflin",,
"title","1.0","title-{goodreads_45135+recommendation_142326+recommendation_38232+recommendation_72818+recommendation_89083}","goodreads_45135+recommendation_142326+recommendation_38232+recommendation_72818+recommendation_89083","{Crazy|Crazy|Crazy|Crazy|Crazy}","Crazy",,
"title","1.0","title-{goodreads_27041+recommendation_114803+recommendation_63539+recommendation_85524}","goodreads_27041+recommendation_114803+recommendation_63539+recommendation_85524","{The Twelfth Angel|The Twelfth Angel|The Twelfth Angel|The Twelfth Angel}","The Twelfth Angel",,
"publisher","0.0","publisher-{recommendation_107689+recommendation_142715+recommendation_267359+recommendation_91493}","recommendation_107689+recommendation_142715+recommendation_267359+recommendation_91493","{Penguin Books Ltd|Pocket|Wildside Press|Ideals Publications}","Ideals Publications",,
"publisher","0.0","publisher-{recommendation_136511+recommendation_17119}","recommendation_136511+recommendation_17119","{Harpercollins|Avon}","Harpercollins",,
"publisher","1.0","publisher-{recommendation_24030}","recommendation_24030","{Magic Carpet Books}","Magic Carpet Books",,
"publisher","1.0","publisher-{recommendation_182003}","recommendation_182003","{Circe}","Circe",,
"authors","1.0","authors-{goodreads_12900+goodreads_28256+recommendation_15498+recommendation_3417}","goodreads_12900+goodreads_28256+recommendation_15498+recommendation_3417","{[de.unimannheim.wdi.model.Author@83aba50d]|[de.unimannheim.wdi.model.Author@83aba50d]|[de.unimannheim.wdi.model.Author@83aba50d]|[de.unimannheim.wdi.model.Author@83aba50d]}","[de.unimannheim.wdi.model.Author@83aba50d]",,
"authors","0.75","authors-{goodreads_3994+goodreads_40376+recommendation_192077+recommendation_93347}","goodreads_3994+goodreads_40376+recommendation_192077+recommendation_93347","{[de.unimannheim.wdi.model.Author@aa47b1be]|[de.unimannheim.wdi.model.Author@aa47b1be]|[de.unimannheim.wdi.model.Author@aa47b1be]|[de.unimannheim.wdi.model.Author@a037b616]}","[de.unimannheim.wdi.model.Author@a037b616, de.unimannheim.wdi.model.Author@aa47b1be]",,
"title","1.0","title-{goodreads_11937+recommendation_128755+recommendation_24593+recommendation_264592}","goodreads_11937+recommendation_128755+recommendation_24593+recommendation_264592","{Orphans of the Sky|Orphans of the Sky|Orphans of the Sky|Orphans of the Sky}","Orphans of the Sky",,
"authors","0.6666666666666666","authors-{goodreads_38576+recommendation_4935+recommendation_8947}","goodreads_38576+recommendation_4935+recommendation_8947","{[de.unimannheim.wdi.model.Author@5711c5a0]|[de.unimannheim.wdi.model.Author@95835980]|[de.unimannheim.wdi.model.Author@95835980]}","[de.unimannheim.wdi.model.Author@5711c5a0, de.unimannheim.wdi.model.Author@95835980]",,
"title","1.0","title-{goodreads_35758+recommendation_21405}","goodreads_35758+recommendation_21405","{Midnight Warrior|Midnight Warrior}","Midnight Warrior",,
"publisher","0.0","publisher-{recommendation_212664+recommendation_230466}","recommendation_212664+recommendation_230466","{Onyx Books|Signet Book}","Signet Book",,
"publisher","0.2857142857142857","publisher-{recommendation_115103+recommendation_226717+recommendation_42953+recommendation_4478+recommendation_78582+recommendation_90605+recommendation_91}","recommendation_115103+recommendation_226717+recommendation_42953+recommendation_4478+recommendation_78582+recommendation_90605+recommendation_91","{Bantam Books|Sagebrush Bound|Little, Brown|Bantam Books|Back Bay Books|Scholastic Library Pub|Little, Brown}","Scholastic Library Pub",,
"authors","1.0","authors-{goodreads_1523+recommendation_145636+recommendation_253500+recommendation_77250}","goodreads_1523+recommendation_145636+recommendation_253500+recommendation_77250","{[de.unimannheim.wdi.model.Author@7df103f9]|[de.unimannheim.wdi.model.Author@7df103f9]|[de.unimannheim.wdi.model.Author@7df103f9]|[de.unimannheim.wdi.model.Author@7df103f9]}","[de.unimannheim.wdi.model.Author@7df103f9]",,
"authors","1.0","authors-{goodreads_23969+recommendation_11629+recommendation_42330}","goodreads_23969+recommendation_11629+recommendation_42330","{[de.unimannheim.wdi.model.Author@7787da32]|[de.unimannheim.wdi.model.Author@7787da32]|[de.unimannheim.wdi.model.Author@7787da32]}","[de.unimannheim.wdi.model.Author@7787da32]",,
"authors","1.0","authors-{goodreads_29938+kindle_4296+recommendation_156595+recommendation_19087+recommendation_20834}","goodreads_29938+kindle_4296+recommendation_156595+recommendation_19087+recommendation_20834","{[de.unimannheim.wdi.model.Author@9370c46f]|[de.unimannheim.wdi.model.Author@9370c46f]|[de.unimannheim.wdi.model.Author@9370c46f]|[de.unimannheim.wdi.model.Author@9370c46f]|[de.unimannheim.wdi.model.Author@9370c46f]}","[de.unimannheim.wdi.model.Author@9370c46f]",,
"publisher","0.0","publisher-{recommendation_30038+recommendation_5948}","recommendation_30038+recommendation_5948","{Vintage|Alfred A. Knopf}","Alfred A. Knopf",,
"publisher","0.0","publisher-{recommendation_166188+recommendation_184461+recommendation_236443}","recommendation_166188+recommendation_184461+recommendation_236443","{Penguin Books Ltd|Longman Publishing Group|Signet Book}","Longman Publishing Group",,
"title","1.0","title-{goodreads_49109+recommendation_10849+recommendation_48925}","goodreads_49109+recommendation_10849+recommendation_48925","{Daughter of Ireland|Daughter of Ireland|Daughter of Ireland}","Daughter of Ireland",,
"publisher","0.0","publisher-{recommendation_10849+recommendation_48925}","recommendation_10849+recommendation_48925","{Forge|Tor Books}","Tor Books",,
"title","1.0","title-{goodreads_48336+recommendation_86926}","goodreads_48336+recommendation_86926","{Pride and Prejudice|Pride and Prejudice}","Pride and Prejudice",,
"title","1.0","title-{goodreads_19987+recommendation_182003}","goodreads_19987+recommendation_182003","{Camille Claudel|Camille Claudel}","Camille Claudel",,
"authors","1.0","authors-{goodreads_20848+recommendation_4043}","goodreads_20848+recommendation_4043","{[de.unimannheim.wdi.model.Author@c3dce7bf]|[de.unimannheim.wdi.model.Author@c3dce7bf]}","[de.unimannheim.wdi.model.Author@c3dce7bf]",,
"authors","1.0","authors-{goodreads_22117+recommendation_6522}","goodreads_22117+recommendation_6522","{[de.unimannheim.wdi.model.Author@bd7de714]|[de.unimannheim.wdi.model.Author@bd7de714]}","[de.unimannheim.wdi.model.Author@bd7de714]",,
"authors","1.0","authors-{goodreads_1167+recommendation_12044+recommendation_195929+recommendation_268074}","goodreads_1167+recommendation_12044+recommendation_195929+recommendation_268074","{[de.unimannheim.wdi.model.Author@8ce14f32]|[de.unimannheim.wdi.model.Author@8ce14f32]|[de.unimannheim.wdi.model.Author@8ce14f32]|[de.unimannheim.wdi.model.Author@8ce14f32]}","[de.unimannheim.wdi.model.Author@8ce14f32]",,
"publisher","1.0","publisher-{recommendation_4575}","recommendation_4575","{Little Brown &amp; Co}","Little Brown &amp; Co",,
"publisher","0.0","publisher-{recommendation_246648+recommendation_2780}","recommendation_246648+recommendation_2780","{Simon &amp; Schuster Audio|Pocket}","Simon &amp; Schuster Audio",,
"publisher","1.0","publisher-{recommendation_18000}","recommendation_18000","{Del Rey Books}","Del Rey Books",,
"title","1.0","title-{goodreads_28581+recommendation_222193}","goodreads_28581+recommendation_222193","{Youngblood Hawke|Youngblood Hawke}","Youngblood Hawke",,
"authors","1.0","authors-{goodreads_1193+goodreads_29737+recommendation_13654+recommendation_78015+recommendation_9625}","goodreads_1193+goodreads_29737+recommendation_13654+recommendation_78015+recommendation_9625","{[de.unimannheim.wdi.model.Author@59a6401a]|[de.unimannheim.wdi.model.Author@59a6401a]|[de.unimannheim.wdi.model.Author@59a6401a]|[de.unimannheim.wdi.model.Author@59a6401a]|[de.unimannheim.wdi.model.Author@59a6401a]}","[de.unimannheim.wdi.model.Author@59a6401a]",,
"publisher","1.0","publisher-{recommendation_75599}","recommendation_75599","{Mariner Books}","Mariner Books",,
"authors","1.0","authors-{goodreads_29922+goodreads_34100+recommendation_221821}","goodreads_29922+goodreads_34100+recommendation_221821","{[de.unimannheim.wdi.model.Author@65869039]|[de.unimannheim.wdi.model.Author@65869039]|[de.unimannheim.wdi.model.Author@65869039]}","[de.unimannheim.wdi.model.Author@65869039]",,
"title","1.0","title-{goodreads_15497+goodreads_21750+goodreads_22014+goodreads_26091+goodreads_32642+goodreads_3457+goodreads_37886+goodreads_4+goodreads_41440+goodreads_45815+goodreads_48336+kindle_25188+kindle_9845+recommendation_13194+recommendation_142523+recommendation_16825+recommendation_182395+recommendation_18479+recommendation_187270+recommendation_193759+recommendation_203111+recommendation_20536+recommendation_227385+recommendation_24222+recommendation_42+recommendation_43973+recommendation_46620+recommendation_51194+recommendation_52725+recommendation_6745+recommendation_86926}","goodreads_15497+goodreads_21750+goodreads_22014+goodreads_26091+goodreads_32642+goodreads_3457+goodreads_37886+goodreads_4+goodreads_41440+goodreads_45815+goodreads_48336+kindle_25188+kindle_9845+recommendation_13194+recommendation_142523+recommendation_16825+recommendation_182395+recommendation_18479+recommendation_187270+recommendation_193759+recommendation_203111+recommendation_20536+recommendation_227385+recommendation_24222+recommendation_42+recommendation_43973+recommendation_46620+recommendation_51194+recommendation_52725+recommendation_6745+recommendation_86926","{Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice}","Pride and Prejudice",,
"authors","0.4166666666666667","authors-{goodreads_346+goodreads_41886+goodreads_46629+recommendation_101955+recommendation_138966+recommendation_14256+recommendation_178379+recommendation_196972+recommendation_238157+recommendation_3754+recommendation_65810+recommendation_72354}","goodreads_346+goodreads_41886+goodreads_46629+recommendation_101955+recommendation_138966+recommendation_14256+recommendation_178379+recommendation_196972+recommendation_238157+recommendation_3754+recommendation_65810+recommendation_72354","{[de.unimannheim.wdi.model.Author@ddbd49b7]|[de.unimannheim.wdi.model.Author@ddbd49b7]|[de.unimannheim.wdi.model.Author@ddbd49b7]|[de.unimannheim.wdi.model.Author@7bf803fd]|[de.unimannheim.wdi.model.Author@7bf803fd]|[de.unimannheim.wdi.model.Author@81332b9b]|[de.unimannheim.wdi.model.Author@81332b9b]|[de.unimannheim.wdi.model.Author@7bf803fd]|[de.unimannheim.wdi.model.Author@81332b9b]|[de.unimannheim.wdi.model.Author@81332b9b]|[de.unimannheim.wdi.model.Author@7bf803fd]|[de.unimannheim.wdi.model.Author@81332b9b]}","[de.unimannheim.wdi.model.Author@7bf803fd, de.unimannheim.wdi.model.Author@81332b9b, de.unimannheim.wdi.model.Author@ddbd49b7]",,
"title","1.0","title-{goodreads_18571+goodreads_21718+goodreads_28385+goodreads_32288+goodreads_34620+goodreads_39737+goodreads_41909+goodreads_42323+goodreads_43189+goodreads_46333+goodreads_47139+goodreads_51876+goodreads_669+kindle_9780+recommendation_100892+recommendation_103888+recommendation_123293+recommendation_245154+recommendation_245464+recommendation_259819+recommendation_270366+recommendation_270602}","goodreads_18571+goodreads_21718+goodreads_28385+goodreads_32288+goodreads_34620+goodreads_39737+goodreads_41909+goodreads_42323+goodreads_43189+goodreads_46333+goodreads_47139+goodreads_51876+goodreads_669+kindle_9780+recommendation_100892+recommendation_103888+recommendation_123293+recommendation_245154+recommendation_245464+recommendation_259819+recommendation_270366+recommendation_270602","{A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol|A Christmas Carol}","A Christmas Carol",,
"publisher","1.0","publisher-{recommendation_152509+recommendation_32119}","recommendation_152509+recommendation_32119","{Laura Geringer|Laura Geringer}","Laura Geringer",,
"publisher","0.0","publisher-{kindle_25194+recommendation_144264+recommendation_158829+recommendation_166635+recommendation_204623+recommendation_226891+recommendation_242878+recommendation_248931+recommendation_27650+recommendation_28494+recommendation_3324+recommendation_40043+recommendation_41258+recommendation_58232+recommendation_69676+recommendation_72292+recommendation_84626+recommendation_84832+recommendation_9546}","kindle_25194+recommendation_144264+recommendation_158829+recommendation_166635+recommendation_204623+recommendation_226891+recommendation_242878+recommendation_248931+recommendation_27650+recommendation_28494+recommendation_3324+recommendation_40043+recommendation_41258+recommendation_58232+recommendation_69676+recommendation_72292+recommendation_84626+recommendation_84832+recommendation_9546","{Joe Books|Random House Value Publishing|Universal Sales Marketing|Pocket|Signet Book|Addison-Wesley Pub Co|New Millenium Audio|Ediciones Catedra S.A.|Dorset Press|Barnes Noble Classics|New Amer Library Classics|Juventud|Bantam Books|J m Dent &amp; Sons Ltd|Puffin Books|LGF|Tor Books|Wildside Press|Signet Classics}","Random House Value Publishing",,
"authors","0.8","authors-{goodreads_26350+goodreads_26545+goodreads_59+recommendation_135716+recommendation_189427}","goodreads_26350+goodreads_26545+goodreads_59+recommendation_135716+recommendation_189427","{[de.unimannheim.wdi.model.Author@ba6da37a]|[de.unimannheim.wdi.model.Author@ba6da37a]|[de.unimannheim.wdi.model.Author@ba6da37a]|[de.unimannheim.wdi.model.Author@ea9ccd36]|[de.unimannheim.wdi.model.Author@ba6da37a]}","[de.unimannheim.wdi.model.Author@ba6da37a, de.unimannheim.wdi.model.Author@ea9ccd36]",,
"authors","1.0","authors-{goodreads_22618+recommendation_221348+recommendation_722+recommendation_80929}","goodreads_22618+recommendation_221348+recommendation_722+recommendation_80929","{[de.unimannheim.wdi.model.Author@c0381170]|[de.unimannheim.wdi.model.Author@c0381170]|[de.unimannheim.wdi.model.Author@c0381170]|[de.unimannheim.wdi.model.Author@c0381170]}","[de.unimannheim.wdi.model.Author@c0381170]",,
"publisher","0.0","publisher-{kindle_25221+recommendation_121354+recommendation_258159+recommendation_71998+recommendation_9379}","kindle_25221+recommendation_121354+recommendation_258159+recommendation_71998+recommendation_9379","{Houghton Mifflin Harcourt|Oxford University Press|Harvest Books|Harcourt Inc|Harcourt}","Houghton Mifflin Harcourt",,
"authors","1.0","authors-{goodreads_42165+recommendation_108230+recommendation_160155}","goodreads_42165+recommendation_108230+recommendation_160155","{[de.unimannheim.wdi.model.Author@37ab3e01]|[de.unimannheim.wdi.model.Author@37ab3e01]|[de.unimannheim.wdi.model.Author@37ab3e01]}","[de.unimannheim.wdi.model.Author@37ab3e01]",,
"publisher","1.0","publisher-{recommendation_175979}","recommendation_175979","{Alianza}","Alianza",,
"title","1.0","title-{goodreads_1054+goodreads_14039+recommendation_2784+recommendation_32454}","goodreads_1054+goodreads_14039+recommendation_2784+recommendation_32454","{Bastard Out of Carolina|Bastard Out of Carolina|Bastard Out of Carolina|Bastard Out of Carolina}","Bastard Out of Carolina",,
"authors","1.0","authors-{goodreads_11211+kindle_1542+recommendation_89918}","goodreads_11211+kindle_1542+recommendation_89918","{[de.unimannheim.wdi.model.Author@10341cf7]|[de.unimannheim.wdi.model.Author@10341cf7]|[de.unimannheim.wdi.model.Author@10341cf7]}","[de.unimannheim.wdi.model.Author@10341cf7]",,
"publisher","1.0","publisher-{recommendation_119440+recommendation_185179}","recommendation_119440+recommendation_185179","{Milkweed Editions|Milkweed Editions}","Milkweed Editions",,
"title","1.0","title-{goodreads_38576+recommendation_4935+recommendation_8947}","goodreads_38576+recommendation_4935+recommendation_8947","{Outlander|Outlander|Outlander}","Outlander",,
"title","1.0","title-{goodreads_1617+goodreads_24071+recommendation_208515+recommendation_38990}","goodreads_1617+goodreads_24071+recommendation_208515+recommendation_38990","{Stormbreaker|Stormbreaker|Stormbreaker|Stormbreaker}","Stormbreaker",,
"title","1.0","title-{goodreads_1380+goodreads_29801+recommendation_140996}","goodreads_1380+goodreads_29801+recommendation_140996","{Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character|Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character|Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character}","Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",,
"publisher","0.0","publisher-{recommendation_172109+recommendation_211835+recommendation_74048}","recommendation_172109+recommendation_211835+recommendation_74048","{Time Warner Audio Major|Peter Smith Publisher Inc|Puffin Books}","Peter Smith Publisher Inc",,
"title","1.0","title-{goodreads_51271+recommendation_107098}","goodreads_51271+recommendation_107098","{Checkmate|Checkmate}","Checkmate",,
"authors","1.0","authors-{goodreads_494+kindle_47906+recommendation_10287+recommendation_159140+recommendation_87904}","goodreads_494+kindle_47906+recommendation_10287+recommendation_159140+recommendation_87904","{[de.unimannheim.wdi.model.Author@e5e940be]|[de.unimannheim.wdi.model.Author@e5e940be]|[de.unimannheim.wdi.model.Author@e5e940be]|[de.unimannheim.wdi.model.Author@e5e940be]|[de.unimannheim.wdi.model.Author@e5e940be]}","[de.unimannheim.wdi.model.Author@e5e940be]",,
"authors","1.0","authors-{goodreads_7191+recommendation_158349+recommendation_1775}","goodreads_7191+recommendation_158349+recommendation_1775","{[de.unimannheim.wdi.model.Author@787c4f15]|[de.unimannheim.wdi.model.Author@787c4f15]|[de.unimannheim.wdi.model.Author@787c4f15]}","[de.unimannheim.wdi.model.Author@787c4f15]",,
"publisher","0.0","publisher-{recommendation_10792+recommendation_11982}","recommendation_10792+recommendation_11982","{Anchor|Simon &amp; Schuster Mass Market}","Simon &amp; Schuster Mass Market",,
"publisher","0.375","publisher-{kindle_9900+recommendation_106740+recommendation_13677+recommendation_223746+recommendation_270304+recommendation_43662+recommendation_73613+recommendation_92194}","kindle_9900+recommendation_106740+recommendation_13677+recommendation_223746+recommendation_270304+recommendation_43662+recommendation_73613+recommendation_92194","{Houghton Mifflin Harcourt; Anniversary edition|Mariner Books|Mariner Books|Dh Audio|Fawcett Books|Houghton Mifflin|Fawcett Books|Fawcett Books}","Houghton Mifflin Harcourt; Anniversary edition",,
"title","1.0","title-{goodreads_6668+recommendation_125833}","goodreads_6668+recommendation_125833","{Women of the Silk|Women of the Silk}","Women of the Silk",,
"authors","0.0","authors-{goodreads_1277+recommendation_3916}","goodreads_1277+recommendation_3916","{[de.unimannheim.wdi.model.Author@e2502316]|[de.unimannheim.wdi.model.Author@d840276e]}","[de.unimannheim.wdi.model.Author@e2502316, de.unimannheim.wdi.model.Author@d840276e]",,
