"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorEqual record1Value","[0] BookTitleComparatorEqual record2Value","[0] BookTitleComparatorEqual record1PreprocessedValue","[0] BookTitleComparatorEqual record2PreprocessedValue","[0] BookTitleComparatorEqual similarity","[0] BookTitleComparatorEqual postproccesedSimilarity","[1] BookAuthorComparatorLevenshtein record1Value","[1] BookAuthorComparatorLevenshtein record2Value","[1] BookAuthorComparatorLevenshtein record1PreprocessedValue","[1] BookAuthorComparatorLevenshtein record2PreprocessedValue","[1] BookAuthorComparatorLevenshtein similarity","[1] BookAuthorComparatorLevenshtein postproccesedSimilarity"
"LinearCombinationMatchingRule","recommendation_244089","goodreads_43056","0.5",,"lost and found","lost and found","lost and found","lost and found","1.0","1.0","M. Jerry Weiss","Willow Summers","M. Jerry Weiss","Willow Summers","0.0714285714285714","0.0"
"LinearCombinationMatchingRule","recommendation_1926","goodreads_31072","0.5",,"the hanged man","the hanged man","the hanged man","the hanged man","1.0","1.0","Francesca Lia Block","P.N. Elrod","Francesca Lia Block","P.N. Elrod","0.1578947368421053","0.0"
"LinearCombinationMatchingRule","recommendation_15606","goodreads_29797","1.0",,"little house on the prairie","little house on the prairie","little house on the prairie","little house on the prairie","1.0","1.0","Laura Ingalls Wilder","Laura Ingalls Wilder","Laura Ingalls Wilder","Laura Ingalls Wilder","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_63539","goodreads_27041","1.0",,"the twelfth angel","the twelfth angel","the twelfth angel","the twelfth angel","1.0","1.0","Og Mandino","Og Mandino","Og Mandino","Og Mandino","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_7838","goodreads_36725","0.5",,"mythology","mythology","mythology","mythology","1.0","1.0","Edith Hamilton","Philip Wilkinson","Edith Hamilton","Philip Wilkinson","0.3125","0.0"
"LinearCombinationMatchingRule","recommendation_70443","goodreads_14747","1.0",,"bring on the empty horses","bring on the empty horses","bring on the empty horses","bring on the empty horses","1.0","1.0","David Niven","David Niven","David Niven","David Niven","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_236780","goodreads_33415","0.5",,"darkness","darkness","darkness","darkness","1.0","1.0","Bharati Mukherjee","Laurann Dohner","Bharati Mukherjee","Laurann Dohner","0.2941176470588235","0.0"
"LinearCombinationMatchingRule","recommendation_38990","goodreads_24071","1.0",,"stormbreaker","stormbreaker","stormbreaker","stormbreaker","1.0","1.0","Anthony Horowitz","Anthony Horowitz","Anthony Horowitz","Anthony Horowitz","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_181857","goodreads_45650","1.0",,"a cure for dreams","a cure for dreams","a cure for dreams","a cure for dreams","1.0","1.0","Kaye Gibbons","Kaye Gibbons","Kaye Gibbons","Kaye Gibbons","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_145913","goodreads_36974","1.0",,"maniac magee","maniac magee","maniac magee","maniac magee","1.0","1.0","Jerry Spinelli","Jerry Spinelli","Jerry Spinelli","Jerry Spinelli","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_142437","goodreads_45688","1.0",,"summer's storm","summer's storm","summer's storm","summer's storm","1.0","1.0","Denise Domning","Denise Domning","Denise Domning","Denise Domning","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_70918","goodreads_33801","1.0",,"the difficult child","the difficult child","the difficult child","the difficult child","1.0","1.0","Stanley Turecki","Stanley Turecki","Stanley Turecki","Stanley Turecki","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_357","goodreads_26397","1.0",,"the secret life of bees","the secret life of bees","the secret life of bees","the secret life of bees","1.0","1.0","Sue Monk Kidd","Sue Monk Kidd","Sue Monk Kidd","Sue Monk Kidd","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_232","goodreads_226","1.0",,"girl with a pearl earring","girl with a pearl earring","girl with a pearl earring","girl with a pearl earring","1.0","1.0","Tracy Chevalier","Tracy Chevalier","Tracy Chevalier","Tracy Chevalier","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_80063","goodreads_45036","0.5",,"the devil you know","the devil you know","the devil you know","the devil you know","1.0","1.0","Josephine Cox","Jenna Black","Josephine Cox","Jenna Black","0.15384615384615385","0.0"
"LinearCombinationMatchingRule","recommendation_37587","goodreads_50205","0.5",,"lightning","lightning","lightning","lightning","1.0","1.0","Dean R. Koontz","Bonnie S. Calhoun","Dean R. Koontz","Bonnie S. Calhoun","0.23529411764705888","0.0"
"LinearCombinationMatchingRule","recommendation_158829","goodreads_52973","1.0",,"jane eyre","jane eyre","jane eyre","jane eyre","1.0","1.0","Charlotte Bronte","Charlotte Brontë","Charlotte Bronte","Charlotte Brontë","0.9375","1.0"
"LinearCombinationMatchingRule","recommendation_202830","goodreads_49982","0.5",,"disney's the lion king","disney's the lion king","disney's the lion king","disney's the lion king","1.0","1.0","Gina Ingoglia","Don Ferguson","Gina Ingoglia","Don Ferguson","0.15384615384615385","0.0"
"LinearCombinationMatchingRule","recommendation_104204","goodreads_41149","1.0",,"silent partner","silent partner","silent partner","silent partner","1.0","1.0","Jonathan Kellerman","Jonathan Kellerman","Jonathan Kellerman","Jonathan Kellerman","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_98431","goodreads_91","1.0",,"fahrenheit 451","fahrenheit 451","fahrenheit 451","fahrenheit 451","1.0","1.0","Ray Bradbury","Ray Bradbury","Ray Bradbury","Ray Bradbury","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_78892","goodreads_12993","1.0",,"l.a. requiem","l.a. requiem","l.a. requiem","l.a. requiem","1.0","1.0","Robert Crais","Robert Crais","Robert Crais","Robert Crais","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_67686","goodreads_38807","1.0",,"a man called intrepid","a man called intrepid","a man called intrepid","a man called intrepid","1.0","1.0","William Stevenson","William Stevenson","William Stevenson","William Stevenson","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_69235","goodreads_13988","1.0","1","ape and essence","ape and essence","ape and essence","ape and essence","1.0","1.0","Aldous Huxley","Aldous Huxley","Aldous Huxley","Aldous Huxley","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_174184","goodreads_20286","0.5",,"impulse","impulse","impulse","impulse","1.0","1.0","Candace Camp","Moira Rogers","Candace Camp","Moira Rogers","0.08333333333333337","0.0"
"LinearCombinationMatchingRule","recommendation_255327","goodreads_47892","0.5",,"in the woods","in the woods","in the woods","in the woods","1.0","1.0","Nancy Gideon","Tana French","Nancy Gideon","Tana French","0.25","0.0"
"LinearCombinationMatchingRule","recommendation_50918","goodreads_37949","1.0",,"lady chatterley's lover","lady chatterley's lover","lady chatterley's lover","lady chatterley's lover","1.0","1.0","D. H. Lawrence","D.H. Lawrence","D. H. Lawrence","D.H. Lawrence","0.9285714285714286","1.0"
"LinearCombinationMatchingRule","recommendation_82414","goodreads_149","1.0",,"the count of monte cristo","the count of monte cristo","the count of monte cristo","the count of monte cristo","1.0","1.0","Alexandre Dumas","Alexandre Dumas","Alexandre Dumas","Alexandre Dumas","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_16782","goodreads_38705","1.0",,"the wicked day","the wicked day","the wicked day","the wicked day","1.0","1.0","Mary Stewart","Mary  Stewart","Mary Stewart","Mary  Stewart","0.9230769230769231","1.0"
"LinearCombinationMatchingRule","recommendation_122733","goodreads_19305","0.5",,"thicker than water","thicker than water","thicker than water","thicker than water","1.0","1.0","Linda Barlow","S.F. Mazhar","Linda Barlow","S.F. Mazhar","0.16666666666666663","0.0"
"LinearCombinationMatchingRule","recommendation_146378","goodreads_51435","1.0",,"celebrity","celebrity","celebrity","celebrity","1.0","1.0","Thomas Thompson","Thomas Thompson","Thomas Thompson","Thomas Thompson","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_96694","goodreads_35470","1.0",,"annals of the former world","annals of the former world","annals of the former world","annals of the former world","1.0","1.0","John McPhee","John McPhee","John McPhee","John McPhee","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_74077","goodreads_30174","1.0",,"of grammatology","of grammatology","of grammatology","of grammatology","1.0","1.0","Jacques Derrida","Jacques Derrida","Jacques Derrida","Jacques Derrida","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_52919","goodreads_38741","1.0",,"declare","declare","declare","declare","1.0","1.0","Tim Powers","Tim Powers","Tim Powers","Tim Powers","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_14902","goodreads_53305","0.5",,"legacy","legacy","legacy","legacy","1.0","1.0","James A. Michener","Jeanne C. Stein","James A. Michener","Jeanne C. Stein","0.2941176470588235","0.0"
"LinearCombinationMatchingRule","recommendation_512","goodreads_22961","0.5",,"the hunted","the hunted","the hunted","the hunted","1.0","1.0","Elmore Leonard","Virginia McKevitt","Elmore Leonard","Virginia McKevitt","0.05882352941176472","0.0"
"LinearCombinationMatchingRule","recommendation_17981","goodreads_6665","0.5",,"metamorphosis","metamorphosis","metamorphosis","metamorphosis","1.0","1.0","Franz Kafka","Erin Noelle","Franz Kafka","Erin Noelle","0.18181818181818177","0.0"
"LinearCombinationMatchingRule","recommendation_39409","goodreads_30750","0.5",,"selected poems","selected poems","selected poems","selected poems","1.0","1.0","K. Patchen","Walt Whitman","K. Patchen","Walt Whitman","0.16666666666666663","0.0"
"LinearCombinationMatchingRule","recommendation_152691","goodreads_19955","0.5",,"heaven sent","heaven sent","heaven sent","heaven sent","1.0","1.0","Sandra Madden","Dawn McClure","Sandra Madden","Dawn McClure","0.15384615384615385","0.0"
"LinearCombinationMatchingRule","recommendation_65797","goodreads_4521","1.0",,"the stories of john cheever","the stories of john cheever","the stories of john cheever","the stories of john cheever","1.0","1.0","John Cheever","John Cheever","John Cheever","John Cheever","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_179388","goodreads_8978","0.5",,"possession","possession","possession","possession","1.0","1.0","Wendy Morgan","Elana Johnson","Wendy Morgan","Elana Johnson","0.23076923076923073","0.0"
"LinearCombinationMatchingRule","recommendation_61295","goodreads_50979","0.5",,"the visitor","the visitor","the visitor","the visitor","1.0","1.0","Jere Cunningham","Lori Wick","Jere Cunningham","Lori Wick","0.19999999999999996","0.0"
"LinearCombinationMatchingRule","recommendation_30036","goodreads_1323","0.5",,"the heir","the heir","the heir","the heir","1.0","1.0","Johanna Lindsey","Kiera Cass","Johanna Lindsey","Kiera Cass","0.19999999999999996","0.0"
"LinearCombinationMatchingRule","recommendation_261415","goodreads_41365","0.5","0","mag","mag","mag","mag","1.0","1.0","James Sorel-Cameron","John Fowles","James Sorel-Cameron","John Fowles","0.26315789473684215","0.0"
"LinearCombinationMatchingRule","recommendation_101854","goodreads_28042","1.0",,"neuromancer","neuromancer","neuromancer","neuromancer","1.0","1.0","William Gibson","William Gibson","William Gibson","William Gibson","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_197099","goodreads_2854","1.0",,"cancer ward","cancer ward","cancer ward","cancer ward","1.0","1.0","Alexander Solzhenitsyn","Aleksandr Solzhenitsyn","Alexander Solzhenitsyn","Aleksandr Solzhenitsyn","0.8636363636363636","1.0"
"LinearCombinationMatchingRule","recommendation_50319","goodreads_31247","1.0",,"salem falls","salem falls","salem falls","salem falls","1.0","1.0","Jodi Picoult","Jodi Picoult","Jodi Picoult","Jodi Picoult","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_6745","goodreads_3457","1.0",,"pride and prejudice","pride and prejudice","pride and prejudice","pride and prejudice","1.0","1.0","Jane Austen","Jane Austen","Jane Austen","Jane Austen","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_32533","goodreads_45134","0.5",,"deadline","deadline","deadline","deadline","1.0","1.0","Randy Alcorn","Simon Kernick","Randy Alcorn","Simon Kernick","0.07692307692307687","0.0"
"LinearCombinationMatchingRule","recommendation_24593","goodreads_11937","1.0",,"orphans of the sky","orphans of the sky","orphans of the sky","orphans of the sky","1.0","1.0","Robert A. Heinlein","Robert A. Heinlein","Robert A. Heinlein","Robert A. Heinlein","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_3886","goodreads_13273","0.5",,"inherit the stars","inherit the stars","inherit the stars","inherit the stars","1.0","1.0","Hogan P.","Tessa Elwood","Hogan P.","Tessa Elwood","0.08333333333333337","0.0"
"LinearCombinationMatchingRule","recommendation_2481","goodreads_12743","1.0",,"creative visualization: use the power of your imagination to create what you want in your life","creative visualization: use the power of your imagination to create what you want in your life","creative visualization: use the power of your imagination to create what you want in your life","creative visualization: use the power of your imagination to create what you want in your life","1.0","1.0","Shakti Gawain","Shakti Gawain","Shakti Gawain","Shakti Gawain","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_148986","goodreads_4374","1.0",,"to tame a highland warrior","to tame a highland warrior","to tame a highland warrior","to tame a highland warrior","1.0","1.0","KAREN MARIE MONING","Karen Marie Moning","KAREN MARIE MONING","Karen Marie Moning","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_4818","goodreads_10523","1.0",,"it","it","it","it","1.0","1.0","Stephen King","Stephen King","Stephen King","Stephen King","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_104353","goodreads_51949","0.5",,"free falling","free falling","free falling","free falling","1.0","1.0","Stobie Piel","Susan Kiernan-Lewis","Stobie Piel","Susan Kiernan-Lewis","0.21052631578947367","0.0"
"LinearCombinationMatchingRule","recommendation_17813","goodreads_19204","1.0",,"misery","misery","misery","misery","1.0","1.0","Stephen King","Stephen King","Stephen King","Stephen King","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_136511","goodreads_5306","1.0",,"the grass crown","the grass crown","the grass crown","the grass crown","1.0","1.0","Colleen McCullough","Colleen McCullough","Colleen McCullough","Colleen McCullough","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_208846","goodreads_40282","0.5",,"my brother's keeper","my brother's keeper","my brother's keeper","my brother's keeper","1.0","1.0","Charles Sheffield","Alanea Alder","Charles Sheffield","Alanea Alder","0.23529411764705888","0.0"
"LinearCombinationMatchingRule","recommendation_44767","goodreads_24521","1.0",,"the periodic table","the periodic table","the periodic table","the periodic table","1.0","1.0","Primo Levi","Primo Levi","Primo Levi","Primo Levi","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_164767","goodreads_5207","1.0",,"having our say: the delany sisters' first 100 years","having our say: the delany sisters' first 100 years","having our say: the delany sisters' first 100 years","having our say: the delany sisters' first 100 years","1.0","1.0","Sarah Delany","Sarah L. Delany","Sarah Delany","Sarah L. Delany","0.8","1.0"
"LinearCombinationMatchingRule","recommendation_96697","goodreads_26699","1.0",,"braided lives","braided lives","braided lives","braided lives","1.0","1.0","Marge Piercy","Marge Piercy","Marge Piercy","Marge Piercy","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_4575","goodreads_19805","1.0",,"the family of pascual duarte","the family of pascual duarte","the family of pascual duarte","the family of pascual duarte","1.0","1.0","Camilo Jose Cela","Camilo José Cela","Camilo Jose Cela","Camilo José Cela","0.9375","1.0"
"LinearCombinationMatchingRule","recommendation_3324","goodreads_39134","1.0",,"jane eyre","jane eyre","jane eyre","jane eyre","1.0","1.0","Charlotte Bronte","Charlotte Brontë","Charlotte Bronte","Charlotte Brontë","0.9375","1.0"
"LinearCombinationMatchingRule","recommendation_144607","goodreads_4368","0.5",,"still life","still life","still life","still life","1.0","1.0","Bruce Elliot","Louise Penny","Bruce Elliot","Louise Penny","0.16666666666666663","0.0"
"LinearCombinationMatchingRule","recommendation_126963","goodreads_11528","1.0",,"they thirst","they thirst","they thirst","they thirst","1.0","1.0","Robert McCammon","Robert R. McCammon","Robert McCammon","Robert R. McCammon","0.8333333333333334","1.0"
"LinearCombinationMatchingRule","recommendation_56633","goodreads_31317","0.5",,"from this day forward","from this day forward","from this day forward","from this day forward","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0"
"LinearCombinationMatchingRule","recommendation_51498","goodreads_39548","1.0",,"the far side","the far side","the far side","the far side","1.0","1.0","Gary Larson","Gary Larson","Gary Larson","Gary Larson","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_12225","goodreads_42827","1.0",,"little women","little women","little women","little women","1.0","1.0","Louisa May Alcott","Louisa May Alcott","Louisa May Alcott","Louisa May Alcott","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_190777","goodreads_37152","1.0",,"a tale of two cities","a tale of two cities","a tale of two cities","a tale of two cities","1.0","1.0","Charles Dickens","Charles Dickens","Charles Dickens","Charles Dickens","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_10568","goodreads_8862","1.0",,"brain droppings","brain droppings","brain droppings","brain droppings","1.0","1.0","George Carlin","George Carlin","George Carlin","George Carlin","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_84626","goodreads_33762","1.0",,"jane eyre","jane eyre","jane eyre","jane eyre","1.0","1.0","Charlotte Bronte","Charlotte Brontë","Charlotte Bronte","Charlotte Brontë","0.9375","1.0"
"LinearCombinationMatchingRule","recommendation_20657","goodreads_854","1.0",,"the house of mirth","the house of mirth","the house of mirth","the house of mirth","1.0","1.0","Edith Wharton","Edith Wharton","Edith Wharton","Edith Wharton","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_122958","goodreads_23228","0.5",,"awakening","awakening","awakening","awakening","1.0","1.0","Kate Chopin","John       O'Brien","Kate Chopin","John       O'Brien","0.2222222222222222","0.0"
"LinearCombinationMatchingRule","recommendation_245295","goodreads_47184","0.5",,"ashes to ashes","ashes to ashes","ashes to ashes","ashes to ashes","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0"
"LinearCombinationMatchingRule","recommendation_118463","goodreads_2187","1.0",,"the bonesetter's daughter","the bonesetter's daughter","the bonesetter's daughter","the bonesetter's daughter","1.0","1.0","Amy Tan","Amy Tan","Amy Tan","Amy Tan","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_36784","goodreads_41279","1.0",,"the 21 indispensable qualities of a leader: becoming the person others will want to follow","the 21 indispensable qualities of a leader: becoming the person others will want to follow","the 21 indispensable qualities of a leader: becoming the person others will want to follow","the 21 indispensable qualities of a leader: becoming the person others will want to follow","1.0","1.0","John C. Maxwell","John C. Maxwell","John C. Maxwell","John C. Maxwell","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_3357","goodreads_22034","1.0",,"the hobbit","the hobbit","the hobbit","the hobbit","1.0","1.0","J. R. R. Tolkien","J.R.R. Tolkien","J. R. R. Tolkien","J.R.R. Tolkien","0.875","1.0"
"LinearCombinationMatchingRule","recommendation_26749","goodreads_51709","1.0",,"the tattooed map","the tattooed map","the tattooed map","the tattooed map","1.0","1.0","Barbara Hodgson","Barbara Hodgson","Barbara Hodgson","Barbara Hodgson","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_105294","goodreads_9114","1.0",,"the league of extraordinary gentlemen, vol. 1","the league of extraordinary gentlemen, vol. 1","the league of extraordinary gentlemen, vol. 1","the league of extraordinary gentlemen, vol. 1","1.0","1.0","Alan Moore","Alan Moore","Alan Moore","Alan Moore","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_620","goodreads_53065","1.0",,"the morning after","the morning after","the morning after","the morning after","1.0","1.0","Lisa Jackson","Lisa Jackson","Lisa Jackson","Lisa Jackson","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_9868","goodreads_51694","1.0",,"mortal stakes","mortal stakes","mortal stakes","mortal stakes","1.0","1.0","Robert B. Parker","Robert B. Parker","Robert B. Parker","Robert B. Parker","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_63655","goodreads_39757","1.0",,"battlefield earth: a saga of the year 3000","battlefield earth: a saga of the year 3000","battlefield earth: a saga of the year 3000","battlefield earth: a saga of the year 3000","1.0","1.0","L. Ron Hubbard","L. Ron Hubbard","L. Ron Hubbard","L. Ron Hubbard","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_9379","goodreads_333","1.0",,"mrs. dalloway","mrs. dalloway","mrs. dalloway","mrs. dalloway","1.0","1.0","Virginia Woolf","Virginia Woolf","Virginia Woolf","Virginia Woolf","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_136332","goodreads_24991","1.0",,"call me anna: the autobiography of patty duke","call me anna: the autobiography of patty duke","call me anna: the autobiography of patty duke","call me anna: the autobiography of patty duke","1.0","1.0","Patty Duke","Patty Duke","Patty Duke","Patty Duke","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_249939","goodreads_45080","1.0",,"apple bough","apple bough","apple bough","apple bough","1.0","1.0","Noel Streatfeild","Noel Streatfeild","Noel Streatfeild","Noel Streatfeild","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_200165","goodreads_234","1.0",,"the wind in the willows","the wind in the willows","the wind in the willows","the wind in the willows","1.0","1.0","Kenneth Grahame","Kenneth Grahame","Kenneth Grahame","Kenneth Grahame","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_1496","goodreads_822","1.0",,"emma","emma","emma","emma","1.0","1.0","Jane Austen","Jane Austen","Jane Austen","Jane Austen","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_155775","goodreads_34989","1.0",,"dancing in red shoes will kill you","dancing in red shoes will kill you","dancing in red shoes will kill you","dancing in red shoes will kill you","1.0","1.0","Dorian Cirrone","Dorian Cirrone","Dorian Cirrone","Dorian Cirrone","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_102653","goodreads_8477","0.5",,"slow burn","slow burn","slow burn","slow burn","1.0","1.0","Jamie Denton","Autumn Jones Lake","Jamie Denton","Autumn Jones Lake","0.11764705882352944","0.0"
"LinearCombinationMatchingRule","recommendation_56913","goodreads_9010","0.5",,"brazil","brazil","brazil","brazil","1.0","1.0","Errol Lincoln Uys","John Updike","Errol Lincoln Uys","John Updike","0.11764705882352944","0.0"
"LinearCombinationMatchingRule","recommendation_75010","goodreads_12782","0.5",,"famous last words","famous last words","famous last words","famous last words","1.0","1.0","Jonathan Green","Timothy Findley","Jonathan Green","Timothy Findley","0.19999999999999996","0.0"
"LinearCombinationMatchingRule","recommendation_36069","goodreads_18803","1.0",,"anna karenina","anna karenina","anna karenina","anna karenina","1.0","1.0","Leo Tolstoy","Leo Tolstoy","Leo Tolstoy","Leo Tolstoy","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_159548","goodreads_4482","0.5",,"trial by fire","trial by fire","trial by fire","trial by fire","1.0","1.0","Frances Fyfield","Jennifer Lynn Barnes","Frances Fyfield","Jennifer Lynn Barnes","0.19999999999999996","0.0"
"LinearCombinationMatchingRule","recommendation_15450","goodreads_176","0.5","1","good omens: the nice and accurate prophecies of agnes nutter, witch","good omens: the nice and accurate prophecies of agnes nutter, witch","good omens: the nice and accurate prophecies of agnes nutter, witch","good omens: the nice and accurate prophecies of agnes nutter, witch","1.0","1.0","Neil Gaiman","Terry Pratchett","Neil Gaiman","Terry Pratchett","0.19999999999999996","0.0"
"LinearCombinationMatchingRule","recommendation_69510","goodreads_27513","0.5",,"thin air","thin air","thin air","thin air","1.0","1.0","Robert B. Parker","Rachel Caine","Robert B. Parker","Rachel Caine","0.25","0.0"
"LinearCombinationMatchingRule","recommendation_49384","goodreads_16045","0.5",,"homecoming","homecoming","homecoming","homecoming","1.0","1.0","Janet Dailey","Tonya Hurley","Janet Dailey","Tonya Hurley","0.41666666666666663","0.0"
"LinearCombinationMatchingRule","recommendation_36941","goodreads_7470","0.5",,"haven","haven","haven","haven","1.0","1.0","John R. Maxim","Kristi Cook","John R. Maxim","Kristi Cook","0.07692307692307687","0.0"
"LinearCombinationMatchingRule","recommendation_176859","goodreads_4003","1.0",,"in the skin of a lion","in the skin of a lion","in the skin of a lion","in the skin of a lion","1.0","1.0","Michael Ondaatje","Michael Ondaatje","Michael Ondaatje","Michael Ondaatje","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_60595","goodreads_39340","1.0",,"sky rider","sky rider","sky rider","sky rider","1.0","1.0","Nancy Springer","Nancy Springer","Nancy Springer","Nancy Springer","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_135981","goodreads_7771","0.5",,"black ice","black ice","black ice","black ice","1.0","1.0","Lorene Cary","Becca Fitzpatrick","Lorene Cary","Becca Fitzpatrick","0.11764705882352944","0.0"
"LinearCombinationMatchingRule","recommendation_97044","goodreads_41126","1.0",,"cautionary tales for children","cautionary tales for children","cautionary tales for children","cautionary tales for children","1.0","1.0","Hilaire Belloc","Hilaire Belloc","Hilaire Belloc","Hilaire Belloc","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_26570","goodreads_8693","0.5",,"the rake","the rake","the rake","the rake","1.0","1.0","Mary Jo Putney","Suzanne Enoch","Mary Jo Putney","Suzanne Enoch","0.0714285714285714","0.0"
"LinearCombinationMatchingRule","recommendation_124873","goodreads_3822","0.5",,"requiem","requiem","requiem","requiem","1.0","1.0","Graham Joyce","Jamie McGuire","Graham Joyce","Jamie McGuire","0.15384615384615385","0.0"
"LinearCombinationMatchingRule","recommendation_30978","goodreads_6721","0.5",,"tangerine","tangerine","tangerine","tangerine","1.0","1.0","Linda Crockett Gray","Edward Bloor","Linda Crockett Gray","Edward Bloor","0.1578947368421053","0.0"
"LinearCombinationMatchingRule","recommendation_192077","goodreads_3994","1.0",,"crash","crash","crash","crash","1.0","1.0","J.G. Ballard","J.G. Ballard","J.G. Ballard","J.G. Ballard","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_45947","goodreads_17032","0.5",,"the promise","the promise","the promise","the promise","1.0","1.0","Jackie French Koller","V.J. Dunraven","Jackie French Koller","V.J. Dunraven","0.15000000000000002","0.0"
"LinearCombinationMatchingRule","recommendation_147885","goodreads_50542","1.0",,"testing the current","testing the current","testing the current","testing the current","1.0","1.0","William McPherson","William McPherson","William McPherson","William McPherson","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_209435","goodreads_14702","1.0",,"flowers for algernon","flowers for algernon","flowers for algernon","flowers for algernon","1.0","1.0","Daniel Keyes","Daniel Keyes","Daniel Keyes","Daniel Keyes","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_6547","goodreads_50255","1.0",,"then she found me","then she found me","then she found me","then she found me","1.0","1.0","Elinor Lipman","Elinor Lipman","Elinor Lipman","Elinor Lipman","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_89918","goodreads_11211","1.0",,"screenplay: the foundations of screenwriting","screenplay: the foundations of screenwriting","screenplay: the foundations of screenwriting","screenplay: the foundations of screenwriting","1.0","1.0","Syd Field","Syd Field","Syd Field","Syd Field","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_38023","goodreads_25153","0.5",,"falling","falling","falling","falling","1.0","1.0","Colin Thubron","Christopher Pike","Colin Thubron","Christopher Pike","0.1875","0.0"
"LinearCombinationMatchingRule","recommendation_15069","goodreads_38539","1.0",,"the age of spiritual machines: when computers exceed human intelligence","the age of spiritual machines: when computers exceed human intelligence","the age of spiritual machines: when computers exceed human intelligence","the age of spiritual machines: when computers exceed human intelligence","1.0","1.0","Ray Kurzweil","Ray Kurzweil","Ray Kurzweil","Ray Kurzweil","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_213277","goodreads_146","1.0",,"all quiet on the western front","all quiet on the western front","all quiet on the western front","all quiet on the western front","1.0","1.0","Erich Maria Remarque","Erich Maria Remarque","Erich Maria Remarque","Erich Maria Remarque","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_267444","goodreads_20338","1.0",,"the jesus incident","the jesus incident","the jesus incident","the jesus incident","1.0","1.0","Frank Herbert","Frank Herbert","Frank Herbert","Frank Herbert","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_14201","goodreads_2910","0.5",,"everlasting","everlasting","everlasting","everlasting","1.0","1.0","Nancy Thayer","Alyson Noel","Nancy Thayer","Alyson Noel","0.16666666666666663","0.0"
